datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,is_train,count_log,year,month,weekday,hour
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,6.743709125000079,3.0,42.0,45.0,1,3.8066624897703196,2011,1,3,10
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,7.097049816666729,6.0,78.0,84.0,1,4.430816798843313,2011,1,3,12
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,13.955602524999982,8.0,54.0,62.0,1,4.127134385045092,2011,1,3,15
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,12.961860758333147,0.0,5.0,5.0,1,1.6094379124341003,2011,1,4,5
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,6.76106514000007,8.0,26.0,34.0,1,3.5263605246161616,2011,1,4,6
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,6.642934959404794,9.0,178.0,187.0,1,5.231108616854587,2011,1,4,17
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,6.65657596000006,3.0,13.0,16.0,1,2.772588722239781,2011,1,5,2
2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,6.4328622900000605,2.0,97.0,99.0,1,4.59511985013459,2011,1,1,7
2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,6.347869775000077,0.0,51.0,51.0,1,3.9318256327243257,2011,1,1,19
2011-01-14 06:00:00,1,0,1,1,4.1,9.09,54,6.7237089869047875,0.0,17.0,17.0,1,2.833213344056216,2011,1,4,6
2011-01-14 08:00:00,1,0,1,1,4.92,8.335,68,6.764209455317529,2.0,156.0,158.0,1,5.062595033026967,2011,1,4,8
2011-01-14 18:00:00,1,0,1,1,8.2,12.88,47,6.743709125000079,5.0,134.0,139.0,1,4.9344739331306915,2011,1,4,18
2011-01-14 20:00:00,1,0,1,1,7.38,12.12,59,6.55890263416674,0.0,68.0,68.0,1,4.219507705176107,2011,1,4,20
2011-01-14 21:00:00,1,0,1,1,6.56,11.365,69,6.053394613333418,4.0,48.0,52.0,1,3.9512437185814275,2011,1,4,21
2011-01-14 22:00:00,1,0,1,2,6.56,11.365,69,6.299262280000079,2.0,34.0,36.0,1,3.58351893845611,2011,1,4,22
2011-01-14 23:00:00,1,0,1,2,7.38,12.12,55,6.65657596000006,1.0,26.0,27.0,1,3.295836866004329,2011,1,4,23
2011-01-15 00:00:00,1,0,0,1,7.38,12.12,55,6.75279823333341,3.0,25.0,28.0,1,3.332204510175204,2011,1,5,0
2011-01-15 03:00:00,1,0,0,2,6.56,11.365,59,6.036410113333414,1.0,7.0,8.0,1,2.0794415416798357,2011,1,5,3
2011-01-15 04:00:00,1,0,0,2,6.56,11.365,59,6.036410113333414,0.0,5.0,5.0,1,1.6094379124341003,2011,1,5,4
2011-01-15 05:00:00,1,0,0,1,6.56,11.365,59,6.191221597500062,0.0,1.0,1.0,1,0.0,2011,1,5,5
2011-01-15 07:00:00,1,0,0,1,5.74,10.605,63,6.300191681666742,1.0,9.0,10.0,1,2.302585092994046,2011,1,5,7
2011-01-16 00:00:00,1,0,0,1,10.66,15.15,56,6.233080126666748,6.0,33.0,39.0,1,3.6635616461296463,2011,1,6,0
2011-01-16 03:00:00,1,0,0,1,9.02,13.635,69,6.696341991428639,9.0,6.0,15.0,1,2.70805020110221,2011,1,6,3
2011-01-18 20:00:00,1,0,1,2,9.02,13.635,87,6.24353793333341,0.0,83.0,83.0,1,4.418840607796598,2011,1,1,20
2011-01-18 23:00:00,1,0,1,2,9.02,13.635,93,6.270744400000072,1.0,19.0,20.0,1,2.995732273553991,2011,1,1,23
2011-01-19 00:00:00,1,0,1,2,9.02,13.635,93,6.270744400000072,0.0,3.0,3.0,1,1.0986122886681098,2011,1,2,0
2011-02-01 02:00:00,1,0,1,2,6.56,11.365,69,6.441871429047696,0.0,2.0,2.0,1,0.6931471805599453,2011,2,1,2
2011-02-01 03:00:00,1,0,1,2,6.56,11.365,69,6.441871429047696,0.0,2.0,2.0,1,0.6931471805599453,2011,2,1,3
2011-02-01 05:00:00,1,0,1,3,5.74,10.605,93,7.248069045000063,0.0,3.0,3.0,1,1.0986122886681098,2011,2,1,5
2011-02-01 06:00:00,1,0,1,3,5.74,10.605,93,7.248069045000063,0.0,22.0,22.0,1,3.091042453358316,2011,2,1,6
2011-02-01 07:00:00,1,0,1,3,6.56,11.365,93,6.405988956904837,0.0,52.0,52.0,1,3.9512437185814275,2011,2,1,7
2011-02-01 08:00:00,1,0,1,3,6.56,11.365,93,6.405988956904837,3.0,132.0,135.0,1,4.90527477843843,2011,2,1,8
2011-02-01 09:00:00,1,0,1,2,6.56,11.365,93,7.897973240476245,2.0,114.0,116.0,1,4.7535901911063645,2011,2,1,9
2011-02-01 10:00:00,1,0,1,2,6.56,11.365,93,7.897973240476245,0.0,47.0,47.0,1,3.8501476017100584,2011,2,1,10
2011-02-01 11:00:00,1,0,1,2,7.38,12.12,86,7.586928217083373,2.0,49.0,51.0,1,3.9318256327243257,2011,2,1,11
2011-02-01 12:00:00,1,0,1,2,8.2,12.88,86,6.268579183333414,2.0,53.0,55.0,1,4.007333185232471,2011,2,1,12
2011-02-01 13:00:00,1,0,1,2,8.2,12.88,86,6.268579183333414,3.0,49.0,52.0,1,3.9512437185814275,2011,2,1,13
2011-02-01 15:00:00,1,0,1,2,9.84,14.395,75,6.763723588333414,7.0,45.0,52.0,1,3.9512437185814275,2011,2,1,15
2011-02-01 17:00:00,1,0,1,2,9.84,14.395,75,6.763723588333414,4.0,172.0,176.0,1,5.170483995038151,2011,2,1,17
2011-02-02 10:00:00,1,0,1,2,9.02,13.635,100,8.196386757857223,2.0,59.0,61.0,1,4.110873864173311,2011,2,2,10
2011-02-03 19:00:00,1,0,1,1,8.2,12.88,40,6.3434941166667285,4.0,92.0,96.0,1,4.564348191467836,2011,2,3,19
2011-02-04 00:00:00,1,0,1,2,8.2,12.88,44,6.444338831666745,3.0,10.0,13.0,1,2.5649493574615367,2011,2,4,0
2011-02-04 01:00:00,1,0,1,2,6.56,11.365,59,6.324739923333384,0.0,7.0,7.0,1,1.9459101490553132,2011,2,4,1
2011-02-04 06:00:00,1,0,1,2,6.56,11.365,55,6.494903508333387,2.0,26.0,28.0,1,3.332204510175204,2011,2,4,6
2011-02-04 07:00:00,1,0,1,1,5.74,10.605,59,6.354359395000075,0.0,87.0,87.0,1,4.465908118654584,2011,2,4,7
2011-02-05 06:00:00,1,0,0,3,8.2,12.88,100,6.235964014047703,0.0,4.0,4.0,1,1.3862943611198906,2011,2,5,6
2011-02-05 14:00:00,1,0,0,3,9.02,13.635,100,7.615250782777837,5.0,50.0,55.0,1,4.007333185232471,2011,2,5,14
2011-02-05 15:00:00,1,0,0,3,9.02,13.635,100,7.615250782777837,11.0,49.0,60.0,1,4.0943445622221,2011,2,5,15
2011-02-06 12:00:00,1,0,0,1,13.94,16.665,46,12.038829156547445,48.0,126.0,174.0,1,5.159055299214529,2011,2,6,12
2011-02-06 13:00:00,1,0,0,1,13.94,18.18,46,6.1613043666667515,47.0,135.0,182.0,1,5.204006687076795,2011,2,6,13
2011-02-06 17:00:00,1,0,0,1,13.94,18.18,46,6.1613043666667515,24.0,97.0,121.0,1,4.795790545596741,2011,2,6,17
2011-02-06 21:00:00,1,0,0,1,10.66,15.15,60,6.221550320000079,5.0,22.0,27.0,1,3.295836866004329,2011,2,6,21
2011-02-06 22:00:00,1,0,0,1,10.66,15.15,60,6.221550320000079,5.0,57.0,62.0,1,4.127134385045092,2011,2,6,22
2011-02-06 23:00:00,1,0,0,1,9.84,14.395,65,6.573607961666754,4.0,26.0,30.0,1,3.4011973816621555,2011,2,6,23
2011-02-07 00:00:00,1,0,1,1,9.84,14.395,65,6.573607961666754,1.0,14.0,15.0,1,2.70805020110221,2011,2,0,0
2011-02-07 01:00:00,1,0,1,1,9.02,13.635,75,6.484175580000069,1.0,4.0,5.0,1,1.6094379124341003,2011,2,0,1
2011-02-07 02:00:00,1,0,1,1,8.2,12.88,80,6.797755193452451,0.0,3.0,3.0,1,1.0986122886681098,2011,2,0,2
2011-02-07 03:00:00,1,0,1,1,8.2,12.88,86,6.805179463452446,0.0,1.0,1.0,1,0.0,2011,2,0,3
2011-02-07 04:00:00,1,0,1,1,8.2,12.88,86,6.805179463452446,1.0,1.0,2.0,1,0.6931471805599453,2011,2,0,4
2011-02-07 05:00:00,1,0,1,1,8.2,12.88,86,6.805179463452446,1.0,9.0,10.0,1,2.302585092994046,2011,2,0,5
2011-02-07 06:00:00,1,0,1,1,7.38,12.12,93,8.234502571309566,1.0,29.0,30.0,1,3.4011973816621555,2011,2,0,6
2011-02-07 07:00:00,1,0,1,1,7.38,12.12,86,7.558884166666703,6.0,89.0,95.0,1,4.553876891600541,2011,2,0,7
2011-02-07 08:00:00,1,0,1,2,6.56,11.365,100,9.961865184999967,7.0,223.0,230.0,1,5.438079308923196,2011,2,0,8
2011-02-07 09:00:00,1,0,1,1,9.02,13.635,80,6.729452753333394,3.0,115.0,118.0,1,4.770684624465665,2011,2,0,9
2011-02-07 12:00:00,1,0,1,2,13.12,17.425,62,7.883677386666746,7.0,59.0,66.0,1,4.189654742026425,2011,2,0,12
2011-02-07 19:00:00,1,0,1,2,13.12,17.425,70,7.440192071428658,5.0,123.0,128.0,1,4.852030263919617,2011,2,0,19
2011-02-07 21:00:00,1,0,1,1,13.12,17.425,70,7.970427933809563,3.0,75.0,78.0,1,4.356708826689592,2011,2,0,21
2011-02-07 23:00:00,1,0,1,2,12.3,16.665,81,8.048233326904851,6.0,19.0,25.0,1,3.2188758248682006,2011,2,0,23
2011-02-08 00:00:00,1,0,1,2,11.48,15.91,87,7.908215913333423,4.0,6.0,10.0,1,2.302585092994046,2011,2,1,0
2011-02-08 01:00:00,1,0,1,2,11.48,15.91,87,7.908215913333423,0.0,4.0,4.0,1,1.3862943611198906,2011,2,1,1
2011-02-09 06:00:00,1,0,1,1,2.46,7.575,45,7.992443628650863,0.0,43.0,43.0,1,3.7612001156935624,2011,2,2,6
2011-02-09 08:00:00,1,0,1,1,4.1,6.82,42,9.938149418333351,1.0,198.0,199.0,1,5.293304824724492,2011,2,2,8
2011-02-09 10:00:00,1,0,1,1,5.74,9.09,36,7.467268366666731,8.0,51.0,59.0,1,4.07753744390572,2011,2,2,10
2011-02-10 21:00:00,1,0,1,1,5.74,10.605,39,7.523369955238186,2.0,70.0,72.0,1,4.276666119016055,2011,2,3,21
2011-02-10 22:00:00,1,0,1,1,4.92,9.85,39,8.46867328492067,4.0,47.0,51.0,1,3.9318256327243257,2011,2,3,22
2011-02-11 06:00:00,1,0,1,1,4.1,9.09,68,6.539753643333404,1.0,23.0,24.0,1,3.1780538303479458,2011,2,4,6
2011-02-11 07:00:00,1,0,1,1,3.28,8.335,73,6.427987965555632,1.0,73.0,74.0,1,4.30406509320417,2011,2,4,7
2011-02-11 17:00:00,1,0,1,1,12.3,16.665,24,6.953729000000044,18.0,193.0,211.0,1,5.351858133476067,2011,2,4,17
2011-02-11 18:00:00,1,0,1,1,11.48,15.91,28,6.322857000000081,9.0,165.0,174.0,1,5.159055299214529,2011,2,4,18
2011-02-11 19:00:00,1,0,1,1,10.66,15.15,33,10.1700346316666,7.0,94.0,101.0,1,4.61512051684126,2011,2,4,19
2011-02-11 23:00:00,1,0,1,1,7.38,12.12,69,6.718776589751152,5.0,48.0,53.0,1,3.970291913552122,2011,2,4,23
2011-02-12 01:00:00,1,0,0,1,5.74,10.605,86,7.024567206666708,2.0,22.0,24.0,1,3.1780538303479458,2011,2,5,1
2011-02-12 02:00:00,1,0,0,1,5.74,10.605,80,6.782144233333388,2.0,13.0,15.0,1,2.70805020110221,2011,2,5,2
2011-02-12 03:00:00,1,0,0,1,4.92,9.85,80,6.763379208333396,3.0,7.0,10.0,1,2.302585092994046,2011,2,5,3
2011-02-12 21:00:00,1,0,0,1,10.66,15.15,41,9.269963937857128,9.0,42.0,51.0,1,3.9318256327243257,2011,2,5,21
2011-02-13 07:00:00,1,0,0,2,9.02,13.635,55,6.417568200000064,0.0,3.0,3.0,1,1.0986122886681098,2011,2,6,7
2011-02-15 21:00:00,1,0,1,1,9.84,14.395,52,6.445554100000077,5.0,61.0,66.0,1,4.189654742026425,2011,2,1,21
2011-02-15 22:00:00,1,0,1,1,9.84,14.395,44,6.416663700000073,0.0,41.0,41.0,1,3.713572066704308,2011,2,1,22
2011-03-01 13:00:00,1,0,1,1,13.12,17.425,39,6.724707366666741,13.0,65.0,78.0,1,4.356708826689592,2011,3,1,13
2011-03-01 15:00:00,1,0,1,1,13.94,18.18,34,6.270324980000084,7.0,57.0,64.0,1,4.1588830833596715,2011,3,1,15
2011-03-01 21:00:00,1,0,1,1,10.66,15.15,56,6.504778750000074,8.0,55.0,63.0,1,4.143134726391533,2011,3,1,21
2011-03-02 13:00:00,1,0,1,1,20.5,24.24,25,21.429458666666584,35.0,90.0,125.0,1,4.8283137373023015,2011,3,2,13
2011-03-03 15:00:00,1,0,1,1,9.84,14.395,23,7.334142716666735,6.0,62.0,68.0,1,4.219507705176107,2011,3,3,15
2011-03-03 16:00:00,1,0,1,1,10.66,15.15,23,9.246986463333311,6.0,65.0,71.0,1,4.2626798770413155,2011,3,3,16
2011-03-03 17:00:00,1,0,1,1,10.66,15.15,22,9.1356391633333,17.0,185.0,202.0,1,5.308267697401205,2011,3,3,17
2011-03-03 22:00:00,1,0,1,1,8.2,12.88,40,6.134061720000076,3.0,50.0,53.0,1,3.970291913552122,2011,3,3,22
2011-03-07 23:00:00,1,0,1,1,11.48,15.91,48,6.722646111666738,0.0,22.0,22.0,1,3.091042453358316,2011,3,0,23
2011-03-08 04:00:00,1,0,1,1,9.02,13.635,64,6.651360626825462,0.0,2.0,2.0,1,0.6931471805599453,2011,3,1,4
2011-03-08 06:00:00,1,0,1,1,8.2,12.88,59,6.497082372261967,3.0,42.0,45.0,1,3.8066624897703196,2011,3,1,6
2011-03-08 12:00:00,1,0,1,2,14.76,18.94,23,8.300132860000081,29.0,70.0,99.0,1,4.59511985013459,2011,3,1,12
2011-03-08 14:00:00,1,0,1,2,15.58,19.695,20,15.001401393333385,16.0,56.0,72.0,1,4.276666119016055,2011,3,1,14
2011-03-08 15:00:00,1,0,1,2,14.76,18.94,18,12.657811408333261,35.0,77.0,112.0,1,4.718498871295094,2011,3,1,15
2011-03-12 21:00:00,1,0,0,1,15.58,19.695,62,9.50057619373025,36.0,46.0,82.0,1,4.406719247264253,2011,3,5,21
2011-03-12 22:00:00,1,0,0,1,14.76,18.94,71,12.152998515158734,7.0,56.0,63.0,1,4.143134726391533,2011,3,5,22
2011-03-13 06:00:00,1,0,0,1,13.94,18.18,66,7.796800161666716,0.0,2.0,2.0,1,0.6931471805599453,2011,3,6,6
2011-03-14 07:00:00,1,0,1,2,11.48,15.91,61,7.742199357142915,4.0,84.0,88.0,1,4.477336814478207,2011,3,0,7
2011-03-14 12:00:00,1,0,1,1,15.58,19.695,37,14.991078591666485,40.0,54.0,94.0,1,4.543294782270004,2011,3,0,12
2011-03-14 14:00:00,1,0,1,2,15.58,19.695,34,15.432889178095163,27.0,52.0,79.0,1,4.3694478524670215,2011,3,0,14
2011-03-14 23:00:00,1,0,1,1,13.12,17.425,53,7.771494633888947,2.0,17.0,19.0,1,2.9444389791664403,2011,3,0,23
2011-03-15 00:00:00,1,0,1,1,13.12,17.425,53,7.771494633888947,7.0,7.0,14.0,1,2.6390573296152584,2011,3,1,0
2011-03-15 09:00:00,1,0,1,2,12.3,16.665,70,7.995201167857188,10.0,147.0,157.0,1,5.056245805348308,2011,3,1,9
2011-03-16 08:00:00,1,0,1,2,13.12,15.91,93,10.568500541190433,26.0,227.0,253.0,1,5.53338948872752,2011,3,2,8
2011-04-01 07:00:00,2,0,1,3,9.84,12.12,93,14.292094629613706,4.0,91.0,95.0,1,4.553876891600541,2011,4,4,7
2011-04-02 00:00:00,2,0,0,2,12.3,16.665,61,9.236253095238116,3.0,29.0,32.0,1,3.4657359027997265,2011,4,5,0
2011-04-03 03:00:00,2,0,0,1,12.3,16.665,61,6.623076558214319,3.0,8.0,11.0,1,2.3978952727983707,2011,4,6,3
2011-04-03 15:00:00,2,0,0,2,18.86,22.725,33,18.591001590198353,174.0,118.0,292.0,1,5.676753802268282,2011,4,6,15
2011-04-03 18:00:00,2,0,0,2,18.86,22.725,31,13.209502949245884,71.0,101.0,172.0,1,5.147494476813453,2011,4,6,18
2011-04-07 02:00:00,2,0,1,1,17.22,21.21,54,22.54809518384916,0.0,7.0,7.0,1,1.9459101490553132,2011,4,3,2
2011-04-07 11:00:00,2,0,1,2,18.86,22.725,55,18.504900729687908,36.0,86.0,122.0,1,4.804021044733257,2011,4,3,11
2011-04-07 12:00:00,2,0,1,2,18.86,22.725,55,18.504900729687908,39.0,114.0,153.0,1,5.030437921392435,2011,4,3,12
2011-04-07 16:00:00,2,0,1,1,24.6,31.06,35,20.019053056666536,52.0,161.0,213.0,1,5.3612921657094255,2011,4,3,16
2011-04-08 06:00:00,2,0,1,2,13.94,18.18,87,6.986890321042616,2.0,33.0,35.0,1,3.5553480614894135,2011,4,4,6
2011-04-09 11:00:00,2,0,0,2,14.76,18.18,81,8.11377880742066,51.0,91.0,142.0,1,4.955827057601261,2011,4,5,11
2011-04-09 13:00:00,2,0,0,2,14.76,18.94,81,10.502197534794377,114.0,108.0,222.0,1,5.402677381872279,2011,4,5,13
2011-04-09 15:00:00,2,0,0,2,14.76,18.94,87,8.579614534875137,85.0,116.0,201.0,1,5.303304908059076,2011,4,5,15
2011-04-09 16:00:00,2,0,0,2,15.58,19.695,82,12.108604729102545,73.0,118.0,191.0,1,5.25227342804663,2011,4,5,16
2011-04-10 10:00:00,2,0,0,2,16.4,20.455,87,11.691700047765544,69.0,81.0,150.0,1,5.0106352940962555,2011,4,6,10
2011-04-11 23:00:00,2,0,1,3,23.78,27.275,60,22.227531399999798,16.0,38.0,54.0,1,3.9889840465642745,2011,4,0,23
2011-04-14 04:00:00,2,0,1,1,13.94,18.18,76,6.941380389523856,1.0,8.0,9.0,1,2.1972245773362196,2011,4,3,4
2011-04-14 07:00:00,2,0,1,1,15.58,19.695,66,17.38908590753976,11.0,182.0,193.0,1,5.262690188904886,2011,4,3,7
2011-04-14 17:00:00,2,0,1,1,24.6,30.305,28,16.498964304285654,50.0,338.0,388.0,1,5.961005339623274,2011,4,3,17
2011-04-14 18:00:00,2,0,1,1,22.96,26.515,30,25.26060197797616,47.0,290.0,337.0,1,5.820082930352362,2011,4,3,18
2011-04-14 19:00:00,2,0,1,1,22.14,25.76,32,30.22413653690515,37.0,222.0,259.0,1,5.556828061699537,2011,4,3,19
2011-04-15 00:00:00,2,1,0,1,18.04,21.97,67,8.607563162936529,6.0,21.0,27.0,1,3.295836866004329,2011,4,4,0
2011-04-15 01:00:00,2,1,0,1,18.04,21.97,62,15.646418352604648,6.0,9.0,15.0,1,2.70805020110221,2011,4,4,1
2011-04-15 02:00:00,2,1,0,1,16.4,20.455,76,9.497277847539655,8.0,10.0,18.0,1,2.8903717578961645,2011,4,4,2
2011-04-15 03:00:00,2,1,0,1,16.4,20.455,76,9.497277847539655,0.0,3.0,3.0,1,1.0986122886681098,2011,4,4,3
2011-04-16 21:00:00,2,0,0,2,18.04,21.97,94,19.399092915952394,1.0,13.0,14.0,1,2.6390573296152584,2011,4,5,21
2011-04-16 22:00:00,2,0,0,3,17.22,21.21,100,23.67282547333342,2.0,22.0,24.0,1,3.1780538303479458,2011,4,5,22
2011-04-18 06:00:00,2,0,1,1,16.4,20.455,82,12.337827097380805,3.0,51.0,54.0,1,3.9889840465642745,2011,4,0,6
2011-04-18 07:00:00,2,0,1,1,18.86,22.725,63,10.564936006617831,12.0,156.0,168.0,1,5.123963979403259,2011,4,0,7
2011-04-18 08:00:00,2,0,1,1,18.86,22.725,63,10.564936006617831,20.0,277.0,297.0,1,5.6937321388027,2011,4,0,8
2011-04-19 06:00:00,2,0,1,2,19.68,23.485,67,19.278194122781347,2.0,63.0,65.0,1,4.174387269895637,2011,4,1,6
2011-04-19 07:00:00,2,0,1,2,21.32,25.0,55,8.98486015924613,22.0,166.0,188.0,1,5.236441962829949,2011,4,1,7
2011-05-01 15:00:00,2,0,0,2,20.5,24.24,72,11.936749772460185,113.0,153.0,266.0,1,5.583496308781699,2011,5,6,15
2011-05-01 20:00:00,2,0,0,2,18.86,22.725,82,13.787585548214304,35.0,86.0,121.0,1,4.795790545596741,2011,5,6,20
2011-05-01 21:00:00,2,0,0,2,18.86,22.725,82,13.787585548214304,23.0,82.0,105.0,1,4.653960350157523,2011,5,6,21
2011-05-01 22:00:00,2,0,0,2,18.86,22.725,82,13.787585548214304,32.0,68.0,100.0,1,4.605170185988092,2011,5,6,22
2011-05-02 22:00:00,2,0,1,2,24.6,29.545,73,9.710496462063572,28.0,97.0,125.0,1,4.8283137373023015,2011,5,0,22
2011-05-06 07:00:00,2,0,1,1,16.4,20.455,82,10.647427304246051,20.0,202.0,222.0,1,5.402677381872279,2011,5,4,7
2011-05-07 07:00:00,2,0,0,1,19.68,23.485,59,8.78216302000005,8.0,32.0,40.0,1,3.6888794541139363,2011,5,5,7
2011-05-07 11:00:00,2,0,0,1,22.96,26.515,43,11.236524942499942,132.0,215.0,347.0,1,5.849324779946859,2011,5,5,11
2011-05-08 01:00:00,2,0,0,2,21.32,25.0,55,9.59007905833333,8.0,56.0,64.0,1,4.1588830833596715,2011,5,6,1
2011-05-08 02:00:00,2,0,0,1,19.68,23.485,63,15.350953795992163,17.0,42.0,59.0,1,4.07753744390572,2011,5,6,2
2011-05-08 04:00:00,2,0,0,1,17.22,21.21,82,8.340991514231593,2.0,8.0,10.0,1,2.302585092994046,2011,5,6,4
2011-05-08 05:00:00,2,0,0,2,18.04,21.97,77,11.070316460555594,0.0,5.0,5.0,1,1.6094379124341003,2011,5,6,5
2011-05-08 06:00:00,2,0,0,2,18.04,21.97,82,11.859654951587338,2.0,4.0,6.0,1,1.791759469228055,2011,5,6,6
2011-05-08 07:00:00,2,0,0,2,18.86,22.725,82,13.787585548214304,8.0,15.0,23.0,1,3.1354942159291497,2011,5,6,7
2011-05-08 14:00:00,2,0,0,1,24.6,31.06,49,9.970643110238072,126.0,240.0,366.0,1,5.902633333401366,2011,5,6,14
2011-05-08 15:00:00,2,0,0,1,24.6,31.06,49,9.970643110238072,128.0,230.0,358.0,1,5.8805329864007,2011,5,6,15
2011-05-08 18:00:00,2,0,0,1,23.78,27.275,49,9.285489386688278,63.0,205.0,268.0,1,5.5909869805108565,2011,5,6,18
2011-05-08 19:00:00,2,0,0,1,22.96,26.515,64,8.793078083055555,61.0,178.0,239.0,1,5.476463551931511,2011,5,6,19
2011-05-09 01:00:00,2,0,1,1,18.04,21.97,88,8.256680512388408,25.0,8.0,33.0,1,3.4965075614664802,2011,5,0,1
2011-05-09 02:00:00,2,0,1,1,18.04,21.97,94,8.654440081291488,6.0,2.0,8.0,1,2.0794415416798357,2011,5,0,2
2011-05-10 00:00:00,2,0,1,1,19.68,23.485,63,15.350953795992163,6.0,12.0,18.0,1,2.8903717578961645,2011,5,1,0
2011-05-10 12:00:00,2,0,1,2,24.6,31.06,38,14.67214105202375,47.0,170.0,217.0,1,5.37989735354046,2011,5,1,12
2011-05-10 14:00:00,2,0,1,2,25.42,31.06,33,12.476420633333284,42.0,134.0,176.0,1,5.170483995038151,2011,5,1,14
2011-05-10 17:00:00,2,0,1,1,26.24,31.06,33,12.514619300793669,79.0,532.0,611.0,1,6.415096959171596,2011,5,1,17
2011-05-10 21:00:00,2,0,1,1,22.14,25.76,52,17.34154302972937,30.0,173.0,203.0,1,5.313205979041787,2011,5,1,21
2011-05-11 02:00:00,2,0,1,1,21.32,25.0,59,8.818526201190435,6.0,4.0,10.0,1,2.302585092994046,2011,5,2,2
2011-05-11 12:00:00,2,0,1,1,24.6,31.06,56,11.03457184623003,41.0,185.0,226.0,1,5.420534999272286,2011,5,2,12
2011-05-11 13:00:00,2,0,1,1,25.42,31.06,50,16.92534351452381,36.0,157.0,193.0,1,5.262690188904886,2011,5,2,13
2011-05-11 15:00:00,2,0,1,1,26.24,31.06,41,15.429690818528085,48.0,131.0,179.0,1,5.187385805840755,2011,5,2,15
2011-05-11 16:00:00,2,0,1,1,27.06,31.06,39,15.324037528030303,49.0,240.0,289.0,1,5.666426688112432,2011,5,2,16
2011-05-11 21:00:00,2,0,1,1,22.14,25.76,60,9.650635072777767,32.0,202.0,234.0,1,5.455321115357702,2011,5,2,21
2011-05-12 04:00:00,2,0,1,1,17.22,21.21,94,8.845437846587242,1.0,5.0,6.0,1,1.791759469228055,2011,5,3,4
2011-05-12 06:00:00,2,0,1,1,18.04,21.97,88,8.256680512388408,9.0,103.0,112.0,1,4.718498871295094,2011,5,3,6
2011-05-14 07:00:00,2,0,0,3,19.68,23.485,100,14.165305059285695,4.0,28.0,32.0,1,3.4657359027997265,2011,5,5,7
